@W: CG133 :"C:\Users\SEC29\Desktop\i2s_iot\zcr.v":23:4:23:8|Object clear is declared but not assigned. Either assign a value or remove the declaration.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_18_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_19_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_20_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_21_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_22_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_23_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_24_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_25_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_26_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_27_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_28_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_29_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_30_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_31_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_32_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_33_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_34_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_35_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_36_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_37_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_38_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_39_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_40_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_41_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_42_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_43_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_44_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_45_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_46_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_47_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_48_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_49_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_50_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_51_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_52_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_53_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_54_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_55_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_56_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_57_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_58_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_60_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_61_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_62_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_63_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_64_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_65_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_66_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_67_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_68_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_69_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_70_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_71_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_72_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_73_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_74_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_75_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_76_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_77_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_78_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_79_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_80_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_81_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_82_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_83_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_84_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_85_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_86_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_87_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_88_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_89_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_90_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_0_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_1_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_2_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_3_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_4_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_5_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_6_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_7_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_8_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_9_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_10_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_11_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_12_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_13_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_14_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_15_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_16_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_17_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_18_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_19_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_20_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_21_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_22_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_23_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_24_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_25_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_26_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_27_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_28_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_29_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_30_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_31_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_32_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_33_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_34_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_35_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_36_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_37_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_38_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_39_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_40_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_41_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_42_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_43_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_44_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_45_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_46_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_47_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_48_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_49_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_50_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_51_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_52_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_53_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_54_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_55_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_56_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_57_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_58_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_59_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_60_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_61_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_62_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_63_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_64_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_65_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_66_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_67_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_68_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_69_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_70_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_71_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_72_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_73_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_74_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_75_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_76_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_77_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_78_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_79_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_80_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_81_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_82_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_83_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_84_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_85_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_86_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_87_[15:0]. Make sure that there are no unused intermediate registers.
